StudentID,Name,Electronics,Programming,Database,Data Science,Mathematics,DSA
4219,Harold Martinez DVM,47,42,78,36,81,83
4220,Breanna Hahn,86,74,60,60,55,43
4221,Siddharth Iyer,44,67,97,51,74,44
4222,Rahul Verma,58,83,51,64,65,80
4223,Jason Butler,56,91,64,80,96,74
4224,Aarav Nair,39,61,85,59,44,78
4225,Siddharth Singh,58,73,93,88,61,79
4226,Terry Singh,85,42,93,37,83,79
4227,Jennifer Watson,53,59,48,64,85,97
4228,Aarav Sharma,92,36,81,69,89,53
4229,Dr. Sabrina Miller,59,65,79,34,32,50
4230,Mark Combs,54,86,35,45,57,46
4231,Theresa Mitchell,73,89,41,57,54,32
4232,Javier Ponce,82,68,31,69,60,34
4233,Carrie Hall,72,100,84,89,80,96
4234,Karan Reddy,92,44,38,87,49,33
4235,Jason Baker,56,54,65,51,52,55
4236,Linda Pugh,92,40,88,33,58,81
4237,Jessica Dawson,49,58,68,96,68,38
4238,Ananya Verma,83,61,56,86,52,33
4239,Priya Mehta,72,52,36,93,84,80
4240,Levi Grimes,68,80,83,43,83,83
4241,Brooke Alvarez,100,37,49,72,91,34
4242,Aarav Singh,72,31,59,60,82,86
4243,Siddharth Patel,71,61,91,90,79,86
4244,Rahul Sharma,61,50,54,91,74,91
4245,Mrs. Jennifer Williams,52,34,52,31,46,32
4246,Diane Brown,89,40,42,96,34,53
4247,Dr. Michael Nolan DDS,79,93,98,71,42,77
4248,Ishika Verma,88,84,59,44,86,84
4249,Riya Gupta,90,62,82,67,96,77
4250,Aditya Patel,64,31,93,100,45,79
4251,Aarav Verma,44,95,36,67,66,92
4252,Priya Singh,80,86,73,45,66,66
4253,Matthew Jones,76,50,91,67,66,93
4254,Aditya Gupta,79,38,53,41,98,68
4255,Gregory Serrano,44,65,84,87,37,86
4256,Ishika Nair,93,74,88,96,64,98
4257,Priya Singh,97,30,50,72,56,62
4258,Rahul Mehta,79,34,66,56,71,96
4259,Aarav Mehta,80,70,88,88,50,56
4260,Rahul Gupta,76,99,93,76,41,70
4261,Jerry Skinner,50,32,60,55,70,46
4262,Ryan Holmes,49,91,80,59,99,64
4263,Rahul Reddy,55,99,62,67,88,63
4264,Siddharth Gupta,50,97,56,33,88,41
4265,Ananya Reddy,39,40,31,84,98,40
4266,Eric Jacobs,55,65,94,83,70,65
4267,Veronica Johnston,80,93,43,50,33,55
4268,Riya Patel,36,76,38,89,73,69
4269,Ananya Iyer,48,88,64,88,99,31
4270,Priya Sharma,67,75,48,57,92,37
4271,Riya Singh,64,47,63,93,94,79
4272,Aarav Iyer,37,94,43,81,31,45
4273,Karan Mehta,77,31,98,86,89,90
4274,Julie Wilson,84,66,97,51,48,46
4275,Jennifer Blair,57,36,91,47,78,73
4276,Walter Smith,54,35,51,66,54,65
4277,Siddharth Mehta,86,50,63,77,38,45
4278,Karan Nair,31,53,93,93,41,49
4279,Karan Nair,74,46,31,45,78,62
4280,Christopher Stanton,37,66,48,67,63,73
4281,Rahul Verma,89,79,46,75,34,99
4282,Danielle Ross,74,73,79,64,82,94
4283,Steven Rangel,62,73,86,36,37,88
4284,Bethany Mendez,77,52,61,63,44,97
4285,Ananya Choudhary,76,32,74,95,65,89
4286,Nicholas Fields,81,91,37,91,58,80
4287,Karan Patel,85,81,94,31,84,40
4288,Jamie Durham,33,57,57,47,47,95
4289,Ananya Choudhary,72,36,94,52,87,64
4290,Riya Reddy,82,95,98,58,70,36
4291,Rahul Verma,95,74,76,95,73,91
4292,Rahul Reddy,60,73,69,85,33,39
4293,Melissa Donaldson,87,59,63,78,82,94
4294,Janet Vaughn,53,77,63,35,36,80
4295,Hannah Allen,50,36,94,66,79,52
4296,Aditya Iyer,77,41,83,80,39,81
4297,Amanda Cardenas,47,44,65,75,85,41
4298,Siddharth Patel,82,78,75,33,93,46
4299,Riya Patel,52,41,62,34,79,95
4300,Cynthia Johnson,52,84,80,89,57,54
4301,Aditya Verma,88,64,46,73,86,55
4302,Paul Wilson,34,95,35,69,74,38
4303,Alyssa Lewis,56,91,47,52,47,30
4304,Ishika Verma,33,89,56,87,54,79
4305,Vivaan Sharma,82,76,92,49,99,97
4306,Michael Thompson,76,100,92,89,40,37
4307,Malik Jones,100,63,97,58,72,98
4308,Terri Love,78,56,43,35,34,60
4309,Vivaan Patel,47,63,55,82,79,90
4310,Carlos Hudson,68,93,35,88,61,36
4311,Riya Iyer,30,58,33,53,80,46
4312,Siddharth Patel,88,30,41,55,31,37
4313,Rahul Gupta,75,73,64,82,87,40
4314,Brandy Rodriguez,92,35,99,81,41,62
4315,Jeremiah Smith,69,53,63,58,63,92
4316,Rahul Verma,100,74,81,55,47,94
4317,Ananya Choudhary,31,78,59,89,95,57
4318,Siddharth Verma,35,100,52,84,92,84
4319,Mrs. Nicole Williams DDS,82,34,63,100,78,88
4320,Jason Lane Jr.,100,100,49,56,65,65
4321,April Hopkins,57,54,79,71,68,79
4322,David Rodriguez,67,99,52,63,55,61
4323,Kimberly Smith,66,87,39,87,94,95
4324,Rahul Nair,69,64,38,92,90,93
4325,John Archer,94,35,71,53,44,60
4326,Siddharth Mehta,81,39,33,73,94,70
4327,Siddharth Nair,83,54,48,64,87,65
4328,Aditya Iyer,73,41,46,45,65,65
4329,Erin White,92,69,73,68,97,81
4330,Ishika Mehta,46,34,79,77,75,77
4331,Mason Herman,54,68,49,58,63,64
4332,Randall Stewart,39,57,62,75,43,46
4333,Robert Long,52,65,92,89,35,41
4334,Aditya Sharma,47,58,86,88,34,43
4335,Rahul Iyer,74,57,45,48,44,37
4336,Priya Iyer,46,46,32,45,56,41
4337,Jerry Walls,70,45,83,57,44,52
4338,Thomas Olsen,31,39,61,37,36,53
4339,Hannah Johnson,36,89,53,39,74,83
4340,Michael White,32,87,30,79,65,64
4341,John Gibson,41,80,74,54,79,90
4342,Ishika Gupta,91,44,38,61,90,42
4343,Riya Choudhary,36,47,47,48,33,50
4344,Karan Singh,85,97,42,38,58,57
4345,Aditya Reddy,66,93,34,31,58,91
4346,Michael Lee,48,58,56,87,69,46
4347,Ishika Reddy,35,72,40,83,32,74
4348,Donna Beck,93,70,85,57,40,99
4349,Karan Singh,95,30,60,42,36,71
4350,Ryan Hatfield,37,99,95,63,45,67
4351,Rahul Singh,66,59,90,31,76,86
4352,Nicole Bennett,99,37,72,54,66,61
4353,Manuel Martinez,52,30,32,98,42,40
4354,Karan Patel,39,63,84,76,61,60
4355,Aditya Iyer,72,65,45,62,46,42
4356,Rahul Singh,87,32,42,33,59,57
4357,Thomas Thompson,95,40,37,66,50,94
4358,Karan Nair,71,67,98,85,50,67
4359,Steven James,47,98,44,55,34,82
4360,Karan Mehta,81,90,50,74,78,94
4361,Priya Sharma,54,89,62,48,39,72
4362,Brittany Lawrence,87,36,68,51,68,34
4363,Mary Bailey,89,87,71,74,78,30
4364,Aarav Nair,37,71,78,67,39,68
4365,Dr. Justin Santiago,76,92,38,75,83,90
4366,Ishika Patel,85,88,49,43,72,39
4367,Christina Michael,43,79,73,41,86,55
4368,Ananya Patel,55,67,47,86,86,94
4369,Siddharth Sharma,49,85,44,43,56,39
4370,Priya Iyer,60,99,33,84,63,36
4371,Kenneth Rivera,62,60,65,30,90,90
4372,Karan Mehta,50,56,76,94,64,54
4373,Mr. Thomas Rodgers,51,93,66,55,75,62
4374,Karan Iyer,86,56,65,85,43,44
4375,Brenda Garcia,36,92,67,92,67,98
4376,Aarav Iyer,61,48,75,31,38,46
4377,Karan Reddy,49,92,40,95,43,60
4378,Rebecca Patton,37,72,91,46,54,47
4379,Ishika Singh,94,54,43,72,72,82
4380,Priya Verma,97,100,52,82,74,41
4381,George Jones,90,86,78,63,68,37
4382,Siddharth Reddy,72,57,76,56,57,85
4383,Karan Iyer,47,59,90,80,64,76
4384,Riya Nair,96,100,38,43,84,58
4385,Nancy Romero,39,55,38,64,66,85
4386,Jamie Gonzalez,87,71,95,37,86,34
4387,Siddharth Iyer,99,52,95,93,89,69
4388,Aarav Nair,45,86,42,84,77,70
4389,Victoria Monroe,37,78,91,91,75,77
4390,Thomas Blevins,75,99,88,78,93,45
4391,Riya Sharma,49,49,88,97,97,53
4392,Heidi Fisher,84,51,77,98,89,53
4393,Kimberly Hobbs,85,62,53,70,39,80
4394,Siddharth Reddy,77,54,37,75,47,83
4395,David Maldonado,54,93,83,79,79,42
4396,Jennifer Guzman,71,64,31,84,94,90
4397,Julia Rodriguez,86,56,31,73,97,49
4398,Rahul Verma,60,68,91,49,32,31
4399,Aditya Reddy,54,59,68,68,81,56
4400,Aditya Iyer,60,92,70,86,30,55
4401,William Brady,67,79,48,30,83,55
4402,Mary Norton,38,73,50,41,89,63
4403,Vivaan Verma,95,55,82,66,64,60
4404,Susan Frost,55,100,60,90,85,93
4405,Vivaan Iyer,84,73,67,97,76,83
4406,Aarav Choudhary,80,63,39,33,85,53
4407,Ishika Mehta,89,84,86,48,66,54
4408,Pamela Murray,85,92,70,52,72,62
4409,Aditya Gupta,31,81,96,66,37,99
4410,Jacob Fisher,43,47,81,52,30,37
4411,Jason Strickland,97,41,66,50,98,92
4412,Kristin Jones,41,83,97,32,42,98
4413,Jenna Ford,88,41,85,52,83,48
4414,Kristen Perez,44,97,75,81,66,48
4415,Ishika Nair,32,66,60,30,84,32
4416,Jonathan Thomas,80,47,84,41,54,79
4417,Ishika Iyer,44,31,94,85,58,68
4418,Karan Iyer,83,54,72,30,100,88
4419,Siddharth Verma,83,30,33,91,71,86
4420,Aditya Sharma,83,97,49,54,82,97
4421,Aditya Sharma,41,31,58,84,85,51
4422,Dustin Knight,99,74,92,61,82,87
4423,Aarav Mehta,69,75,77,52,62,63
4424,Aditya Choudhary,43,50,58,43,63,76
4425,Riya Mehta,40,53,49,56,60,63
4426,Aditya Iyer,32,63,44,49,95,99
4427,Karan Verma,84,45,93,84,53,82
4428,Karan Singh,57,77,51,74,41,37
4429,Karan Sharma,44,31,96,56,41,99
4430,Priya Singh,79,99,76,91,32,63
4431,Ishika Mehta,50,48,87,91,47,45
4432,Rahul Patel,82,81,78,59,56,49
4433,Patricia Boone,94,83,61,90,82,96
4434,Rahul Singh,33,68,73,75,42,54
4435,Vivaan Verma,62,95,41,38,80,39
4436,Ananya Patel,43,79,36,81,35,81
4437,Rahul Choudhary,80,94,86,94,74,31
4438,Pamela Ortiz,58,83,80,72,59,89
4439,Sandra York,91,41,82,94,49,35
4440,Ananya Nair,64,87,53,34,74,46
4441,Riya Sharma,77,48,79,88,96,53
4442,Alicia Williams,48,62,85,50,69,81
4443,Daniel Cameron,51,81,55,53,64,83
4444,Aarav Nair,74,70,75,48,41,38
4445,Aditya Mehta,59,30,57,53,56,55
4446,Mary Warner,38,97,99,57,60,33
4447,Bailey Shaw,37,60,35,54,72,68
4448,Aarav Sharma,91,33,32,100,48,60
4449,Priya Choudhary,82,89,66,61,35,69
4450,Michael Singh,90,75,36,77,90,62
4451,Ishika Reddy,66,68,58,88,86,48
4452,Vivaan Singh,38,78,78,39,59,33
4453,Ishika Reddy,63,81,45,66,51,98
4454,Anthony Carson,77,75,75,52,86,32
4455,Karan Iyer,85,47,57,86,34,85
4456,Mary Mueller,64,71,40,67,64,79
4457,Paula Butler,89,37,71,38,39,80
4458,Victoria Taylor,91,79,96,82,80,59
4459,Sarah Austin,42,62,53,72,81,59
4460,Daniel Perez,73,41,79,96,32,88
4461,Dylan Lawson,44,43,32,32,55,35
4462,Cindy Foster,95,45,44,79,57,42
4463,Ishika Iyer,87,51,55,36,89,79
4464,Ishika Singh,72,57,67,84,86,97
4465,Aditya Iyer,72,79,35,56,34,36
4466,Ananya Reddy,90,47,44,31,46,68
4467,Riya Mehta,94,77,53,35,60,53
4468,Aaron Sullivan,63,31,47,55,68,79
4469,Riya Reddy,68,89,54,58,51,100
4470,Susan Mcmahon,67,93,58,76,55,30
4471,Ananya Verma,34,43,33,92,51,97
4472,Rahul Gupta,34,38,96,54,36,99
4473,Riya Choudhary,66,59,60,49,72,77
4474,Priya Iyer,64,87,63,79,53,89
4475,Roger Padilla,83,89,83,97,35,42
4476,Jesse Harvey,94,60,80,92,31,94
4477,Rebecca King,59,81,89,63,33,94
4478,Alexis Ball,73,58,94,32,45,52
4479,Ananya Mehta,43,62,31,70,97,70
4480,Karan Singh,54,69,81,98,89,49
4481,Christopher West,98,83,88,76,32,60
4482,Aarav Gupta,88,41,80,49,73,49
4483,Stephanie Chen,36,66,99,31,97,98
4484,Christine Dixon,84,80,49,80,55,92
4485,Karan Patel,74,69,54,71,99,49
4486,Rachel Shannon,75,36,73,42,89,90
4487,Aarav Reddy,56,35,70,49,93,40
4488,Jacob Ayala,65,74,70,59,45,31
4489,Rebecca King,57,99,30,77,68,35
4490,Nicholas Norton,30,59,49,88,64,65
4491,Riya Singh,87,30,66,40,32,33
4492,Daniel Williams MD,95,38,94,99,99,75
4493,Aditya Singh,37,92,51,35,41,82
4494,Lynn Hill,32,84,91,57,62,33
4495,Dr. Tiffany Welch,80,69,34,53,96,93
4496,Gloria Porter,34,94,78,91,31,51
4497,Ishika Verma,88,85,57,92,38,73
4498,Karan Choudhary,62,89,77,95,59,49
4499,Siddharth Singh,90,49,63,94,74,64
4500,Aditya Nair,85,53,85,70,81,66
4501,Riya Choudhary,52,57,65,61,37,91
4502,Aarav Gupta,69,64,98,30,48,34
4503,Parker Jones,83,99,68,67,84,80
4504,Rahul Verma,70,53,63,56,95,83
4505,Aarav Singh,69,58,34,32,85,99
4506,Siddharth Sharma,32,60,60,91,56,42
4507,Rahul Gupta,32,79,45,56,52,36
4508,Brandon Baldwin,90,56,78,47,47,45
4509,Erin Palmer,62,77,79,37,43,58
4510,Aditya Nair,98,66,33,72,31,37
4511,Siddharth Sharma,90,43,70,84,63,55
4512,Vivaan Choudhary,73,85,39,52,56,72
4513,Rahul Nair,96,42,93,56,68,80
4514,Rahul Verma,98,71,62,99,86,73
4515,Riya Reddy,35,32,68,96,91,65
4516,Erik Fox,74,96,62,45,97,65
4517,Aarav Sharma,57,97,42,55,51,35
4518,Anthony Wilson,86,74,77,69,41,83
4519,Denise Pham,55,45,99,31,41,49
4520,John Coleman,71,63,87,84,90,77
4521,Riya Nair,81,44,40,81,58,64
4522,Michael Wilson,97,81,69,66,77,35
4523,Riya Patel,95,100,99,44,80,50
4524,Teresa Taylor,72,41,65,41,34,88
4525,Brittney Giles,59,94,60,74,70,83
4526,Bryan Hubbard,41,37,78,30,94,94
4527,Ishika Nair,99,99,46,44,48,31
4528,Ananya Nair,68,70,30,43,72,83
4529,April Anderson,68,86,85,67,48,42
4530,Gerald Brown,62,63,67,35,76,66
4531,Rahul Singh,76,31,57,74,93,95
4532,Priya Reddy,43,85,67,47,97,60
4533,Siddharth Patel,81,84,97,52,55,76
4534,Jo Douglas,40,86,71,72,85,39
4535,Siddharth Singh,52,47,56,68,78,65
4536,Rahul Nair,42,36,77,31,60,46
4537,Vivaan Patel,100,41,74,93,99,99
4538,Ashley Caldwell,67,87,80,37,96,75
4539,Alexis Bush,44,58,58,75,42,32
4540,Ishika Iyer,79,37,56,87,98,32
4541,Ashley Strickland,47,51,68,72,46,75
4542,Riya Patel,73,59,52,68,72,86
4543,William Clark,98,33,83,91,41,48
4544,Brian Hernandez,75,58,32,97,65,62
4545,Rahul Singh,39,53,92,81,53,84
4546,Rachel Rice,49,30,91,30,74,88
4547,Ishika Nair,90,58,33,39,87,72
4548,Siddharth Singh,56,73,69,85,48,46
4549,Brian Hall,53,72,46,45,72,89
4550,Kevin Hodges,31,76,98,52,41,58
4551,Ishika Nair,35,64,54,41,41,79
4552,Rahul Iyer,40,73,76,38,43,76
4553,Vivaan Reddy,38,94,42,86,53,80
4554,Aditya Sharma,87,54,53,67,65,100
4555,Heather Thompson,61,88,35,49,68,89
4556,Karan Gupta,72,86,64,70,82,80
4557,Karan Sharma,76,35,91,64,72,83
4558,Linda Miller,80,90,73,32,63,75
4559,Aarav Verma,58,82,35,92,55,81
4560,Jessica Sanders,59,77,81,87,70,65
4561,Alexander Wilson,77,68,67,33,50,53
4562,James Stone,98,30,95,37,66,51
4563,Andrea Moody,35,60,81,76,39,50
4564,Stephen Williams,74,100,94,38,65,93
4565,Aditya Iyer,74,100,79,72,94,69
4566,Angela Clark,38,58,90,80,36,93
4567,Peter Davis,94,31,33,47,48,63
4568,Vivaan Choudhary,78,58,95,39,78,55
4569,Dr. Lauren Davis,77,86,38,86,30,57
4570,Karan Patel,73,62,38,37,56,49
4571,Andrew Hayes,69,94,59,41,68,63
4572,Joshua Sanchez,53,80,83,80,49,32
4573,David Anderson,77,84,62,82,53,70
4574,Vivaan Gupta,90,45,34,64,96,71
4575,Stephen Davis,71,71,38,54,37,40
4576,John Shaw,96,73,99,61,41,71
4577,Vivaan Iyer,49,59,39,47,41,89
4578,Karan Gupta,53,92,44,82,61,55
4579,Jonathan Benjamin,83,97,44,53,86,64
4580,Michael Rodriguez,74,82,95,72,53,32
4581,Jason Perkins,96,74,47,45,65,57
4582,Emily Mckee,50,36,58,100,98,60
4583,Aditya Reddy,31,98,55,55,59,95
4584,Jordan Cook,37,66,95,46,44,68
4585,Siddharth Mehta,38,49,66,98,87,96
4586,Andrew Houston,52,47,90,92,99,66
4587,Donna Richmond,98,100,86,46,93,84
4588,John Jennings,35,58,74,31,38,91
4589,Ananya Choudhary,41,75,96,62,60,54
4590,Riya Gupta,99,90,43,51,85,78
4591,Matthew Willis,64,99,95,82,90,93
4592,Ishika Mehta,75,91,63,93,55,43
4593,Johnny Duncan,78,87,94,50,83,49
4594,Siddharth Iyer,90,79,72,50,63,56
4595,Aarav Patel,67,92,63,62,54,84
4596,Riya Mehta,54,79,91,46,39,69
4597,Randy Baker,54,53,67,38,76,51
4598,Siddharth Iyer,32,80,39,37,69,87
4599,Vivaan Iyer,62,51,61,31,42,43
4600,Siddharth Patel,30,57,35,47,42,44
4601,Ananya Mehta,82,42,49,60,40,85
4602,Kelly Stephens,33,90,58,71,56,81
4603,Rahul Nair,47,85,81,98,93,81
4604,Ananya Reddy,30,66,82,95,90,97
4605,Aarav Reddy,52,33,50,48,81,59
4606,Victoria Wallace,37,58,78,39,76,79
4607,Edward Brennan,58,96,53,65,53,54
4608,Crystal Conley,82,77,93,96,90,57
4609,Christopher Edwards,95,40,86,90,41,64
4610,Isaac Wood,62,37,50,52,53,91
4611,Sean Hanson,51,73,55,70,38,64
4612,Nicole Moore,39,62,40,37,74,100
4613,Ananya Nair,93,72,34,62,54,80
4614,Kristen Alvarado,69,49,99,91,59,71
4615,Angelica Smith,84,48,87,95,31,95
4616,Jill Foley MD,85,46,47,72,55,74
4617,Ananya Gupta,63,96,36,60,37,50
4618,Lynn Eaton,96,60,79,76,35,54
4619,Siddharth Patel,84,87,92,90,88,78
4620,Ishika Reddy,78,96,83,86,47,54
4621,Jaclyn Webster,71,77,31,37,53,79
4622,Riya Verma,48,83,32,74,52,79
4623,Aditya Choudhary,76,44,53,62,80,43
4624,Mark Boyle,48,73,54,91,46,60
4625,Robert Farmer,35,76,93,83,65,74
4626,Ananya Singh,76,59,67,93,33,75
4627,Debra Howard,48,97,36,59,87,71
4628,Priya Sharma,73,100,47,51,60,50
4629,Aditya Verma,86,67,88,72,77,65
4630,Michele Reilly,71,50,94,38,96,64
4631,Catherine Jones,35,46,68,46,60,78
4632,William Jimenez,99,78,78,99,41,30
4633,Karan Reddy,41,31,94,88,89,42
4634,Monique Johnson,59,60,78,61,78,64
4635,David Stevens,65,88,88,69,40,50
4636,Madeline Hale,63,65,75,94,53,92
4637,Siddharth Iyer,73,65,84,98,52,32
4638,Robert Wise,48,42,86,46,69,89
4639,Riya Patel,38,57,81,83,61,50
4640,Aditya Patel,55,32,84,35,67,84
4641,Melanie Baker,99,93,69,37,68,51
4642,Aarav Choudhary,56,95,56,31,96,95
4643,John Grant,87,82,45,35,97,41
4644,Priya Sharma,68,86,69,61,57,98
4645,Ishika Reddy,31,93,49,40,92,89
4646,Sharon Livingston,79,96,59,75,96,38
4647,Christina Hines,47,49,95,98,52,33
4648,Karan Nair,89,34,99,60,91,93
4649,Ishika Iyer,31,86,30,34,43,91
4650,David Nelson,62,84,48,43,32,43
4651,Aditya Mehta,58,95,62,77,57,94
4652,Siddharth Singh,30,45,63,88,82,60
4653,Cindy Allen,86,92,48,75,60,44
4654,Jessica Morrison,100,96,48,37,49,69
4655,Jason Diaz,33,46,94,63,71,49
4656,Kristina Taylor,30,89,43,94,69,40
4657,Jose Cortez,92,55,46,80,64,78
4658,Mark Warner,81,98,33,42,91,44
4659,Aditya Nair,64,73,58,33,81,70
4660,Kenneth Farrell,51,39,34,79,100,64
4661,Robert Adams,32,46,50,90,36,43
4662,Aditya Reddy,78,36,39,99,48,46
4663,Wendy Turner,39,83,60,73,98,32
4664,Ishika Iyer,52,81,30,80,72,32
4665,Ishika Verma,73,76,100,73,99,100
4666,Siddharth Choudhary,58,42,44,95,90,46
4667,Aditya Singh,61,57,71,62,45,51
4668,Priya Patel,35,82,75,95,68,38
4669,Siddharth Gupta,88,33,38,84,97,37
4670,Rahul Iyer,66,33,99,79,37,72
4671,Jacob Peters,85,46,37,49,60,44
4672,Rahul Patel,33,54,95,69,69,61
4673,Vivaan Choudhary,87,90,71,38,33,34
4674,Siddharth Iyer,88,84,100,50,68,81
4675,Ishika Mehta,63,35,52,37,56,32
4676,Jane Carter,38,71,92,70,75,31
4677,Aarav Sharma,43,31,100,79,48,53
4678,Steven Logan,44,59,45,61,94,61
4679,Karan Singh,84,60,32,86,41,100
4680,Rebecca Barnes,72,67,63,42,75,35
4681,Christine Smith,51,55,86,76,38,51
4682,Priya Mehta,39,49,53,61,57,95
4683,Christopher Sanchez,74,42,94,98,38,55
4684,Christina Dawson,79,66,50,78,49,79
4685,Ishika Gupta,92,42,88,53,51,85
4686,Rahul Reddy,61,54,97,70,84,39
4687,Meghan Anderson,44,92,87,77,81,74
4688,Thomas Thomas,46,41,53,80,41,42
4689,Aditya Choudhary,68,56,39,79,95,53
4690,Rahul Choudhary,69,63,45,38,57,85
4691,Brian Fischer,38,71,64,40,89,43
4692,Aarav Iyer,42,41,30,60,90,40
4693,Julie Parrish MD,94,66,50,56,31,38
4694,Dustin Mcdaniel II,92,50,90,74,58,77
4695,Matthew Meyer,78,64,93,89,47,88
4696,Todd Zuniga,87,37,55,100,84,95
4697,Siddharth Verma,47,32,30,58,38,71
4698,Kevin Wilson,74,33,84,66,64,41
4699,Priya Reddy,47,100,39,84,37,99
4700,Aarav Gupta,30,37,35,38,43,52
4701,George Haney,50,91,39,79,81,92
4702,Ananya Reddy,73,51,47,76,63,74
4703,Aditya Patel,86,94,92,49,33,35
4704,Aditya Patel,55,39,49,35,66,96
4705,Rahul Gupta,59,53,71,53,74,53
4706,Jacqueline Gross,48,94,60,74,63,44
4707,Karan Sharma,68,31,92,36,63,80
4708,Ananya Verma,99,77,55,85,68,90
4709,Jill Hall,54,59,47,87,37,33
4710,Ishika Verma,64,52,32,68,61,83
4711,Shawn Green,75,50,97,95,77,100
4712,James Stevens,100,52,94,96,62,63
4713,Karan Choudhary,34,97,39,97,47,56
4714,Aarav Sharma,64,48,80,93,37,62
4715,Brittney Lang,94,88,40,46,49,55
4716,Rodney Johnson,78,81,71,92,38,90
4717,Nicole Buckley,71,84,58,69,39,90
4718,Aditya Nair,36,51,69,64,56,50
4719,Kimberly Nguyen,58,68,80,45,31,64
4720,Vicki Hays,44,63,57,33,64,88
4721,Vivaan Mehta,85,73,95,91,39,69
4722,Priya Verma,54,39,30,51,35,64
4723,Vivaan Mehta,100,97,57,37,95,95
4724,Wesley Brown,42,49,45,44,50,48
4725,Aarav Gupta,40,37,80,66,78,92
4726,Joseph Williams,71,86,76,85,65,86
4727,Aditya Choudhary,68,81,95,47,75,51
4728,Riya Patel,59,90,81,56,48,74
4729,Kevin Harper,56,76,54,97,43,59
4730,Judy Richard,68,89,48,78,61,36
4731,Rahul Gupta,31,37,64,95,30,56
4732,Ishika Gupta,49,94,48,63,40,46
4733,Jeremy Mcgee,45,58,89,80,33,59
4734,Anthony Contreras,45,61,35,36,38,84
4735,Vivaan Gupta,85,88,65,34,31,97
4736,Aditya Nair,90,73,95,90,56,82
4737,Eddie Shepherd,99,87,45,49,86,64
4738,Natasha Kennedy,79,30,88,58,96,51
4739,Michael Dalton,46,97,83,34,85,33
4740,Amanda Mendoza,42,46,94,51,76,82
4741,Priya Verma,71,55,92,81,53,35
4742,Rahul Choudhary,71,77,67,87,76,30
4743,Aarav Nair,56,30,31,33,34,94
4744,Siddharth Singh,32,90,67,53,86,92
4745,Aarav Choudhary,31,34,100,71,64,42
4746,Jeremiah Beasley,53,49,98,98,42,61
4747,Patrick Lloyd,63,44,87,65,69,72
4748,Joe Garrett,53,33,41,43,64,67
4749,Laura Rowland,81,33,65,54,84,89
4750,Siddharth Choudhary,68,97,38,46,86,51
4751,Aditya Gupta,83,36,94,38,69,48
4752,Anna Henderson,74,70,63,53,92,93
4753,David Johnson Jr.,44,78,67,67,55,99
4754,John Chavez,50,43,40,35,65,81
4755,Karan Singh,41,67,95,55,32,51
4756,Jessica Silva,34,100,65,63,48,53
4757,Siddharth Nair,85,68,100,49,74,53
4758,Ananya Nair,41,79,56,40,41,55
4759,Robin Chase,39,34,47,86,94,77
4760,Riya Patel,69,91,55,71,45,87
4761,Aarav Verma,64,49,31,76,48,52
4762,Angela Cox,58,30,35,55,94,38
4763,Siddharth Iyer,95,38,33,69,73,54
4764,Tammy Sweeney,65,96,96,76,40,93
4765,Rahul Reddy,51,67,67,72,90,84
4766,Jean Lopez,36,59,32,92,95,63
4767,Rahul Iyer,38,32,53,36,66,76
4768,Julie Cole,88,36,44,88,67,74
4769,Theresa Allen,54,80,89,99,71,73
4770,Mckenzie Fitzgerald,60,45,42,92,40,76
4771,Brenda Hansen,99,67,81,95,86,91
4772,Colton May,97,43,88,34,49,88
4773,Vivaan Gupta,90,88,49,98,58,30
4774,Erin Boyd,44,94,74,39,99,85
4775,Jesse Green,38,94,49,33,97,53
4776,Alexander Estrada,67,48,88,80,47,80
4777,Karan Gupta,34,84,81,94,79,47
4778,Riya Patel,92,82,49,51,87,31
4779,Amanda Baker,39,76,42,81,74,91
4780,Aarav Iyer,66,56,69,72,33,89
4781,Ishika Gupta,88,85,36,92,66,43
4782,Rahul Choudhary,69,90,90,76,60,40
4783,Andrew Parker,69,47,56,32,71,30
4784,Vivaan Gupta,49,77,78,39,95,77
4785,Dean Graham,50,91,70,42,64,73
4786,Karan Mehta,59,100,65,79,87,66
4787,Kenneth Maldonado,49,92,53,68,96,68
4788,Ishika Choudhary,51,33,80,67,51,37
4789,Aarav Singh,46,48,35,46,35,77
4790,Rahul Mehta,35,88,37,45,61,84
4791,Priya Singh,40,32,92,96,65,47
4792,Riya Verma,94,99,64,99,90,68
4793,Eric Smith,67,95,62,43,89,73
4794,George Sullivan,79,46,39,41,63,67
4795,Dawn White,45,71,55,51,96,53
4796,Riya Reddy,86,40,79,66,51,39
4797,Brian Porter,32,39,33,88,32,64
4798,Nicole Cline,65,95,56,50,96,55
4799,Vivaan Nair,59,82,42,52,48,72
4800,Michelle Johnson,81,68,36,79,39,48
4801,Jessica Murphy,83,70,93,96,43,56
4802,Sarah Hall,81,85,98,37,95,100
4803,Sergio Robinson,47,56,54,85,75,83
4804,Ananya Singh,86,92,96,88,50,32
4805,Mrs. Lisa Ho,75,76,85,91,64,44
4806,Ananya Sharma,44,99,66,73,87,52
4807,Monica Taylor,96,67,62,41,38,96
4808,Victoria Salinas,82,43,60,60,30,62
4809,Rahul Nair,73,87,37,89,96,78
4810,Amanda Carr,64,74,63,31,88,80
4811,Rahul Reddy,33,98,45,47,56,60
4812,Aarav Sharma,38,75,84,69,88,100
